lemma,first_singular,second_singular,third_singular,first_plural,second_plural,third_plural,provenance
felfordul,felfordulok,felfordulsz,felfordul,felfordulunk,felfordultok,felfordulnak,wiktionary
landol,landolok,landolsz,landol,landolunk,landoltok,landolnak,wiktionary
virágzik,virágzok,virágzol,virágzik,virágzunk,virágoztok,virágoznak,wiktionary
szerel,szerelek,szerelsz,szerel,szerelünk,szereltek,szerelnek,wiktionary
elszomorít,elszomorítok,elszomorítasz,elszomorít,elszomorítunk,elszomorítotok,elszomorítanak,wiktionary
rángat,rángatok,rángatsz,rángat,rángatunk,rángattok,rángatnak,wiktionary
terhel,terhelek,terhelsz,terhel,terhelünk,terheltek,terhelnek,wiktionary
letölt,letöltök,letöltesz,letölt,letöltünk,letöltötök,letöltenek,wiktionary
kárpótol,kárpótolok,kárpótolsz,kárpótol,kárpótolunk,kárpótoltok,kárpótolnak,wiktionary
halaszt,halasztok,halasztasz,halaszt,halasztunk,halasztotok,halasztanak,wiktionary
rámutat,rámutatok,rámutatsz,rámutat,rámutatunk,rámutattok,rámutatnak,wiktionary
nyal,nyalok,nyalsz,nyal,nyalunk,nyaltok,nyalnak,wiktionary
hívogat,hívogatok,hívogatsz,hívogat,hívogatunk,hívogattok,hívogatnak,wiktionary
szaglászik,szaglászom,szaglászol,szaglászik,szaglászunk,szaglásztok,szaglásznak,wiktionary
fejt,fejtek,fejtesz,fejt,fejtünk,fejtetek,fejtenek,wiktionary
hatol,hatolok,hatolsz,hatol,hatolunk,hatoltok,hatolnak,wiktionary
működtet,működtetek,működtetsz,működtet,működtetünk,működtettek,működtetnek,wiktionary
lángol,lángolok,lángolsz,lángol,lángolunk,lángoltok,lángolnak,wiktionary
kontrollál,kontrollálok,kontrollálsz,kontrollál,kontrollálunk,kontrolláltok,kontrollálnak,wiktionary
elmarad,elmaradok,elmaradsz,elmarad,elmaradunk,elmaradtok,elmaradnak,wiktionary
részesül,részesülök,részesülsz,részesül,részesülünk,részesültök,részesülnek,wiktionary
leleplez,leleplezek,leleplezel,leleplez,leleplezünk,lelepleztek,lelepleznek,wiktionary
visszavág,visszavágok,visszavágsz,visszavág,visszavágunk,visszavágtok,visszavágnak,wiktionary
bevásárol,bevásárlok,bevásárolsz,bevásárol,bevásárlunk,bevásároltok,bevásárolnak,wiktionary
varázsol,varázsolok,varázsolsz,varázsol,varázsolunk,varázsoltok,varázsolnak,wiktionary
nyugtat,nyugtatok,nyugtatsz,nyugtat,nyugtatunk,nyugtattok,nyugtatnak,wiktionary
vétkezik,vétkezek,vétkezel,vétkezik,vétkezünk,vétkeztek,vétkeznek,wiktionary
focizik,focizok,focizol,focizik,focizunk,fociztok,fociznak,wiktionary
kielégít,kielégítek,kielégítesz,kielégít,kielégítünk,kielégítetek,kielégítenek,wiktionary
zúz,zúzok,zúzol,zúz,zúzunk,zúztok,zúznak,wiktionary
semmisít,semmisítek,semmisítesz,semmisít,semmisítünk,semmisítetek,semmisítenek,wiktionary
undorodik,undorodok,undorodsz,undorodik,undorodunk,undorodtok,undorodnak,wiktionary
ábrázol,ábrázolok,ábrázolsz,ábrázol,ábrázolunk,ábrázoltok,ábrázolnak,wiktionary
őrül,őrülök,őrülsz,őrül,őrülünk,őrültök,őrülnek,wiktionary
megrémül,megrémülök,megrémülsz,megrémül,megrémülünk,megrémültök,megrémülnek,wiktionary
felállít,felállítok,felállítasz,felállít,felállítunk,felállítotok,felállítanak,wiktionary
hozzájárul,hozzájárulok,hozzájárulsz,hozzájárul,hozzájárulunk,hozzájárultok,hozzájárulnak,wiktionary
minősül,minősülök,minősülsz,minősül,minősülünk,minősültök,minősülnek,wiktionary
megvalósít,megvalósítok,megvalósítasz,megvalósít,megvalósítunk,megvalósítotok,megvalósítanak,wiktionary
feszít,feszítek,feszítesz,feszít,feszítünk,feszítetek,feszítenek,wiktionary
elkel,elkelek,elkelsz,elkel,elkelünk,elkeltek,elkelnek,wiktionary
kereskedik,kereskedem,kereskedsz,kereskedik,kereskedünk,kereskedtek,kereskednek,wiktionary
sürget,sürgetek,sürgetsz,sürget,sürgetünk,sürgettek,sürgetnek,wiktionary
cserbenhagy,cserbenhagyok,cserbenhagysz,cserbenhagy,cserbenhagyunk,cserbenhagytok,cserbenhagynak,wiktionary
befogad,befogadok,befogadsz,befogad,befogadunk,befogadtok,befogadnak,wiktionary
beszerez,beszerzek,beszerzel,beszerez,beszerzünk,beszereztek,beszereznek,wiktionary
tombol,tombolok,tombolsz,tombol,tombolunk,tomboltok,tombolnak,wiktionary
illeszkedik,illeszkedem,illeszkedsz,illeszkedik,illeszkedünk,illeszkedtek,illeszkednek,wiktionary
felidéz,felidézek,felidézel,felidéz,felidézünk,felidéztek,felidéznek,wiktionary
rímel,rímelek,rímelsz,rímel,rímelünk,rímeltek,rímelnek,wiktionary
belead,beleadok,beleadsz,belead,beleadunk,beleadtok,beleadnak,wiktionary
titkolózik,titkolózok,titkolózol,titkolózik,titkolózunk,titkolóztok,titkolóznak,wiktionary
leplez,leplezek,leplezel,leplez,leplezünk,lepleztek,lepleznek,wiktionary
foglalkoztat,foglalkoztatok,foglalkoztatsz,foglalkoztat,foglalkoztatunk,foglalkoztattok,foglalkoztatnak,wiktionary
kajál,kajálok,kajálsz,kajál,kajálunk,kajáltok,kajálnak,wiktionary
síel,síelek,síelsz,síel,síelünk,síeltek,síelnek,wiktionary
akaszt,akasztok,akasztasz,akaszt,akasztunk,akasztotok,akasztanak,wiktionary
pótol,pótlok,pótolsz,pótol,pótlunk,pótoltok,pótolnak,wiktionary
felülmúl,felülmúlok,felülmúlsz,felülmúl,felülmúlunk,felülmúltok,felülmúlnak,wiktionary
elvérzik,elvérzek,elvérzel,elvérzik,elvérzünk,elvéreztek,elvéreznek,wiktionary
megítél,megítélek,megítélsz,megítél,megítélünk,megítéltek,megítélnek,wiktionary
feltalál,feltalálok,feltalálsz,feltalál,feltalálunk,feltaláltok,feltalálnak,wiktionary
túladagol,túladagolok,túladagolsz,túladagol,túladagolunk,túladagoltok,túladagolnak,wiktionary
birkózik,birkózom,birkózol,birkózik,birkózunk,birkóztok,birkóznak,wiktionary
méltányol,méltányolok,méltányolsz,méltányol,méltányolunk,méltányoltok,méltányolnak,wiktionary
nyűgöz,nyűgözök,nyűgözöl,nyűgöz,nyűgözünk,nyűgöztök,nyűgöznek,wiktionary
rábeszél,rábeszélek,rábeszélsz,rábeszél,rábeszélünk,rábeszéltek,rábeszélnek,wiktionary
kaptat,kaptatok,kaptatsz,kaptat,kaptatunk,kaptattok,kaptatnak,wiktionary
továbbít,továbbítok,továbbítasz,továbbít,továbbítunk,továbbítotok,továbbítanak,wiktionary
zúg,zúgok,zúgsz,zúg,zúgunk,zúgtok,zúgnak,wiktionary
hűl,hűlök,hűlsz,hűl,hűlünk,hűltök,hűlnek,wiktionary
megráz,megrázok,megrázol,megráz,megrázunk,megráztok,megráznak,wiktionary
alátámaszt,alátámasztok,alátámasztasz,alátámaszt,alátámasztunk,alátámasztotok,alátámasztanak,wiktionary
pörög,pörgök,pörögsz,pörög,pörgünk,pörögtök,pörögnek,wiktionary
vigyorog,vigyorgok,vigyorogsz,vigyorog,vigyorgunk,vigyorogtok,vigyorognak,wiktionary
megszüntet,megszüntetek,megszüntetsz,megszüntet,megszüntetünk,megszüntettek,megszüntetnek,wiktionary
nyugtalanít,nyugtalanítok,nyugtalanítasz,nyugtalanít,nyugtalanítunk,nyugtalanítotok,nyugtalanítanak,wiktionary
átkel,átkelek,átkelsz,átkel,átkelünk,átkeltek,átkelnek,wiktionary
elemez,elemzek,elemzel,elemez,elemzünk,elemeztek,elemeznek,wiktionary
késel,késelek,késelsz,késel,késelünk,késeltek,késelnek,wiktionary
szarik,szarok,szarsz,szarik,szarunk,szartok,szarnak,wiktionary
mozdít,mozdítok,mozdítasz,mozdít,mozdítunk,mozdítotok,mozdítanak,wiktionary
áramlik,áramlok,áramlasz,áramlik,áramlunk,áramlotok,áramlanak,wiktionary
biciklizik,biciklizem,biciklizel,biciklizik,biciklizünk,bicikliztek,bicikliznek,wiktionary
zenél,zenélek,zenélsz,zenél,zenélünk,zenéltek,zenélnek,wiktionary
dúl,dúlok,dúlsz,dúl,dúlunk,dúltok,dúlnak,wiktionary
értelmez,értelmezek,értelmezel,értelmez,értelmezünk,értelmeztek,értelmeznek,wiktionary
eltér,eltérek,eltérsz,eltér,eltérünk,eltértek,eltérnek,wiktionary
összpontosít,összpontosítok,összpontosítasz,összpontosít,összpontosítunk,összpontosítotok,összpontosítanak,wiktionary
szárnyal,szárnyalok,szárnyalsz,szárnyal,szárnyalunk,szárnyaltok,szárnyalnak,wiktionary
töm,tömök,tömsz,töm,tömünk,tömtök,tömnek,wiktionary
beszámol,beszámolok,beszámolsz,beszámol,beszámolunk,beszámoltok,beszámolnak,wiktionary
megszeret,megszeretek,megszeretsz,megszeret,megszeretünk,megszerettek,megszeretnek,wiktionary
tükröz,tükrözök,tükrözöl,tükröz,tükrözünk,tükröztök,tükröznek,wiktionary
átalakít,átalakítok,átalakítasz,átalakít,átalakítunk,átalakítotok,átalakítanak,wiktionary
vétet,vétetek,vétetsz,vétet,vétetünk,vétettek,vétetnek,wiktionary
őrködik,őrködöm,őrködsz,őrködik,őrködünk,őrködtök,őrködnek,wiktionary
forgalmaz,forgalmazok,forgalmazol,forgalmaz,forgalmazunk,forgalmaztok,forgalmaznak,wiktionary
erősödik,erősödöm,erősödsz,erősödik,erősödünk,erősödtök,erősödnek,wiktionary
véghezvisz,véghezviszek,véghezviszel,véghezvisz,véghezviszünk,véghezvisztek,véghezvisznek,wiktionary
szoktat,szoktatok,szoktatsz,szoktat,szoktatunk,szoktattok,szoktatnak,wiktionary
csillog,csillogok,csillogsz,csillog,csillogunk,csillogtok,csillognak,wiktionary
beleszól,beleszólok,beleszólsz,beleszól,beleszólunk,beleszóltok,beleszólnak,wiktionary
megnyílik,megnyílok,megnyílsz,megnyílik,megnyílunk,megnyíltok,megnyílnak,wiktionary
gyorsít,gyorsítok,gyorsítasz,gyorsít,gyorsítunk,gyorsítotok,gyorsítanak,wiktionary
pályázik,pályázom,pályázol,pályázik,pályázunk,pályáztok,pályáznak,wiktionary
lerak,lerakok,leraksz,lerak,lerakunk,leraktok,leraknak,wiktionary
hátrál,hátrálok,hátrálsz,hátrál,hátrálunk,hátráltok,hátrálnak,wiktionary
játszódik,játszódom,játszódsz,játszódik,játszódunk,játszódtok,játszódnak,wiktionary
inspirál,inspirálok,inspirálsz,inspirál,inspirálunk,inspiráltok,inspirálnak,wiktionary
nekimegy,nekimegyek,nekimész,nekimegy,nekimegyünk,nekimentek,nekimennek,wiktionary
lenéz,lenézek,lenézel,lenéz,lenézünk,lenéztek,lenéznek,wiktionary
szopik,szopok,szopsz,szopik,szopunk,szoptok,szopnak,wiktionary
kísérletezik,kísérletezem,kísérletezel,kísérletezik,kísérletezünk,kísérleteztek,kísérleteznek,wiktionary
összeállít,összeállítok,összeállítasz,összeállít,összeállítunk,összeállítotok,összeállítanak,wiktionary
megfertőz,megfertőzök,megfertőzöl,megfertőz,megfertőzünk,megfertőztök,megfertőznek,wiktionary
hitet,hitetek,hitetsz,hitet,hitetünk,hitettek,hitetnek,wiktionary
igazít,igazítok,igazítasz,igazít,igazítunk,igazítotok,igazítanak,wiktionary
gyengül,gyengülök,gyengülsz,gyengül,gyengülünk,gyengültök,gyengülnek,wiktionary
vitázik,vitázom,vitázol,vitázik,vitázunk,vitáztok,vitáznak,wiktionary
feltár,feltárok,feltársz,feltár,feltárunk,feltártok,feltárnak,wiktionary
hízeleg,hízelgek,hízelegsz,hízeleg,hízelgünk,hízelegtek,hízelegnek,wiktionary
kezdeményez,kezdeményezek,kezdeményezel,kezdeményez,kezdeményezünk,kezdeményeztek,kezdeményeznek,wiktionary
öltözködik,öltözködöm,öltözködsz,öltözködik,öltözködünk,öltözködtök,öltözködnek,wiktionary
gyón,gyónok,gyónsz,gyón,gyónunk,gyóntok,gyónnak,wiktionary
rombol,rombolok,rombolsz,rombol,rombolunk,romboltok,rombolnak,wiktionary
szabályoz,szabályozok,szabályozol,szabályoz,szabályozunk,szabályoztok,szabályoznak,wiktionary
kiejt,kiejtek,kiejtesz,kiejt,kiejtünk,kiejtetek,kiejtenek,wiktionary
gyülekezik,gyülekezem,gyülekezel,gyülekezik,gyülekezünk,gyülekeztek,gyülekeznek,wiktionary
tapsol,tapsolok,tapsolsz,tapsol,tapsolunk,tapsoltok,tapsolnak,wiktionary
megkövetel,megkövetelek,megkövetelsz,megkövetel,megkövetelünk,megköveteltek,megkövetelnek,wiktionary
cigizik,cigizem,cigizel,cigizik,cigizünk,cigiztek,cigiznek,wiktionary
virul,virulok,virulsz,virul,virulunk,virultok,virulnak,wiktionary
elszív,elszívok,elszívsz,elszív,elszívunk,elszívtok,elszívnak,wiktionary
támaszkodik,támaszkodom,támaszkodsz,támaszkodik,támaszkodunk,támaszkodtok,támaszkodnak,wiktionary
megfontol,megfontolok,megfontolsz,megfontol,megfontolunk,megfontoltok,megfontolnak,wiktionary
tanúsít,tanúsítok,tanúsítasz,tanúsít,tanúsítunk,tanúsítotok,tanúsítanak,wiktionary
teázik,teázom,teázol,teázik,teázunk,teáztok,teáznak,wiktionary
finanszíroz,finanszírozok,finanszírozol,finanszíroz,finanszírozunk,finanszíroztok,finanszíroznak,wiktionary
stabilizálódik,stabilizálódom,stabilizálódsz,stabilizálódik,stabilizálódunk,stabilizálódtok,stabilizálódnak,wiktionary
megtetszik,megtetszek,megtetszel,megtetszik,megtetszünk,megtetszetek,megtetszenek,wiktionary
elvész,elveszek,elveszel,elvész,elveszünk,elvesztek,elvesznek,wiktionary
kártyázik,kártyázok,kártyázol,kártyázik,kártyázunk,kártyáztok,kártyáznak,wiktionary
üzemel,üzemelek,üzemelsz,üzemel,üzemelünk,üzemeltek,üzemelnek,wiktionary
emészt,emésztek,emésztesz,emészt,emésztünk,emésztetek,emésztenek,wiktionary
oktat,oktatok,oktatsz,oktat,oktatunk,oktattok,oktatnak,wiktionary
elakad,elakadok,elakadsz,elakad,elakadunk,elakadtok,elakadnak,wiktionary
vetet,vetetek,vetetsz,vetet,vetetünk,vetettek,vetetnek,wiktionary
operál,operálok,operálsz,operál,operálunk,operáltok,operálnak,wiktionary
sóhajt,sóhajtok,sóhajtasz,sóhajt,sóhajtunk,sóhajtotok,sóhajtanak,wiktionary
lelassul,lelassulok,lelassulsz,lelassul,lelassulunk,lelassultok,lelassulnak,wiktionary
elfér,elférek,elférsz,elfér,elférünk,elfértek,elférnek,wiktionary
lezuhan,lezuhanok,lezuhansz,lezuhan,lezuhanunk,lezuhantok,lezuhannak,wiktionary
forr,forrok,forrsz,forr,forrunk,forrtok,forrnak,wiktionary
kedvez,kedvezek,kedvezel,kedvez,kedvezünk,kedveztek,kedveznek,wiktionary
elhelyez,elhelyezek,elhelyezel,elhelyez,elhelyezünk,elhelyeztek,elhelyeznek,wiktionary
